pmid,label,access,data_location,accession_or_link,repository_family,evidence_quote,rationale
38388522,false_negative,open,UCL research data repository,https://doi.org/10.5522/04/23717376,Institutional/domain,"The segmented 3D surface meshes are however unidentifable and are available, with corresponding diagnoses, on the UCL research data repository under the DOI 10.5522/04/23717376.","The authors deposited their newly generated 3D facial surface mesh data (derived from their own ultrasound acquisitions, with corresponding diagnoses) in the UCL institutional research data repository under a persistent DOI, which is openly accessible, satisfying all three open-data criteria even though the raw ultrasound images themselves were withheld for privacy."
39976449,false_negative,open,Mendeley Data,doi: 10.17632/sknp5pwj5y.1,Mendeley,"Raw lipidomics data used to generate and support the conclusions of Fig. S2A are available in a public repository (Mendeley Data, doi: 10.17632/sknp5pwj5y.1).","The authors deposited their newly generated raw lipidomics data in Mendeley Data with a resolvable DOI and describe it as available in a public repository, meeting all three open-data criteria that the detector missed."
39099295,false_negative,open,Biodiversity Exploratories Information System (BEXIS),accession no. 21969 (https://www.bexis.uni-jena.de/ddm/data/Showdata/21969); accession no. 31488 (https://www.bexis.uni-jena.de/ddm/data/Showdata/31488); accession no. 17018 (https://www.bexis.uni-jena.de/ddm/data/Showdata/17018),Institutional/domain,"This work is based on raw data available in the Biodiversity Exploratories Information System as follows: arthropod species (accession no.21969) Weisser, Gossner, et al. (2023) at https://www.bexis.uni-jena.de/ddm/data/Showdata/21969; arthropod orders (accession no.31488) from Staab et al. (2023) at https://www.bexis.uni-jena.de/ddm/data/Showdata/31488; sampling dates (accession no.17018) from Gossner and Weisser (2023) at https://www.bexis.uni-jena.de/ddm/data/Showdata/17018.","The authors deposited their own newly generated arthropod abundance/species-richness and sampling-date data in the BEXIS institutional repository with distinct accession numbers and openly accessible URLs, meeting all three open-data criteria, so the detector's negative call is a false negative."
39876793,false_negative,open,GitHub repository (code fork) plus a separate permanently-archived repository version,,Other,The software code of the simulator is available at [27]. The repository also contains spectrophotometer measurements of the Chlorella vulgaris samples used in this study. A permanently stored version of the code can be found at [28]. It also contains the simulated hyperspectral image cubes that are not stored in the GitHub repository.,"The authors deposited newly generated data (their spectrophotometer measurements of Chlorella vulgaris and the simulated hyperspectral image cubes) in a GitHub repository plus a separately cited permanently-stored archival version, describing both as openly available with no access restriction, which meets the open-data definition even though the plain-text extraction stripped the actual reference URLs/DOIs (shown only as bracketed citation numbers [27]/[28])."
39742494,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.11386493,Zenodo,The data underlying the results presented in this paper are available from https://doi.org/10.5281/zenodo.11386493.,"The authors deposited the data underlying their results (separately from code, which has its own DOI) in Zenodo with a persistent DOI and no stated access restriction, meeting all three open-data criteria, so the detector's negative call is a miss."
40267205,non_open_data,supplement_only,,,,Data and materials availability: All data needed to evaluate the conclusions in the paper are present in the paper and/or the Supplementary Materials.,"The article's data availability statement is generic boilerplate pointing only to the paper and its Supplementary Materials, with no deposit of newly generated data in a repository and no accession number or persistent link provided."
39661682,false_negative,open,Figshare,10.6084/m9.figshare.25393516,Figshare,Raw data and code are available in Figshare (DOI: 10.6084/m9.figshare.25393516),"The authors deposited their raw data (and code) in Figshare with a resolvable DOI and present it as openly accessible, satisfying all three open-data criteria, so the detector's negative call is a miss."
38287368,non_open_data,upon_request_or_restricted,,,,All data are available upon request to the corresponding author.,"The article's data availability statement offers data only upon request to the corresponding author, with no repository deposit or accession number, so it does not meet the open data definition."
38396146,false_negative,open,EnviDat,https://doi.org/10.16904/envidat.458,Institutional/domain,"We deposited our LULC maps25 on EnviDat (https://doi.org/10.16904/envidat.458). Te dataset is composed of a compressed (.zip) fle containing three georeferenced raster fles in the GeoTIFF format with embedded coordinate reference system; a table (comma separated values,.csv) encoding a colour palette for plotting; and the code used to generate the LULC forecasts.","The authors deposited their newly generated 100-m land-use/land-cover forecast maps for Switzerland in the EnviDat domain repository with a resolvable DOI and no stated access restriction, meeting all three open-data criteria that the detector missed."
40310107,false_negative,open,OSF,https://osf.io/cnr84/?view_only=cc0c4dd052bc41b58e8641815e7578d5 ; DOI https://www.doi.org/10.17605/OSF.IO/CNR84,OSF,The data presented in this study is freely available at the OSF repository at https://osf.io/cnr84/?view_only=cc0c4dd052bc41b58e8641815e7578d5 with the following DOI: https://www.doi.org/10.17605/OSF.IO/CNR84 .,"The authors deposited their newly generated cognitive-testing data (D2, Corsi Blocks, BPR, Go/No-Go, VAS measures) in the OSF repository with a resolvable DOI and state it is freely available, meeting all three open-data criteria, so this is a detector false negative."
38248526,non_open_data,reuse_only,Interuniversity Consortium for Political and Social Research (ICPSR),https://doi.org/10.3886/ICPSR29961.v2,Other,"The data presented in this study are openly available in the Interuniversity Consortium for Political and Social Research [distributor], 14 March 2016. https://doi.org/10.3886/ICPSR29961.v2.","The authors reused a pre-existing, third-party dataset (Pathways to Desistance Study, deposited in ICPSR before this study) rather than depositing newly generated data of their own, so this is a legitimate reuse-only negative."
